,aperture_sum,aperture_npix,aperture_flux,sky_sum,sky_mean,sky_npix,sky_flux,rms,flux,flux_error_cal,flux_error_noise,flux_error
images/MagBridgeF_SMC.HERITAGE.PACS100.img_43,22733.910303034652,1661.9025137913222,2.137390462399381,14882.394537446278,1.315892586454488,11309.733553211267,0.20560596486846927,1.6180763,1.9317844975309115,0.19317844975309117,0.14192696479130407,0.23971061049498754
images/MagBridgeF_SMC.HERITAGE.PACS160.img_43,12182.664414278117,738.6233394990857,2.5771193055586505,29876.69172507456,5.9437789636546485,5026.548246118542,0.9287052920782741,5.552079,1.6484140134803764,0.3296828026960753,0.4869917044677995,0.5880915495175831
images/MagBridgeF_SMC_250um_combined_20121215_img_43,1097.6311082697314,184.65583486570247,0.928770989108013,1088.1031309868356,0.8658849594295643,1256.6370614679186,0.13529304320220908,0.8015116,0.7934779459058039,0.06347823567246431,0.07030330079374936,0.09472085571079539
images/MagBridgeF_SMC_350um_combined_20121215_img_43,191.00272060991276,66.47610055165289,0.44894101793551333,237.4917273120692,0.5249719770025798,452.38934212845066,0.08202597307075601,0.49469402,0.36691504486475734,0.029353203589180588,0.04339129114734954,0.05238716167518468
images/MagBridgeF_SMC_500um_combined_20121215_img,39.153664478293905,33.91637783246054,0.18037577906792615,58.98826690731207,0.2555696882566171,230.81088884094132,0.0399323264573493,0.2816708148568476,0.14044345261057684,0.011235476208846146,0.02470630294449441,0.02714106355367602
images/MagBridgeF_MagBri_F_sm18_reprojected_43,1.5013945825643926,320.313079344179,0.014873695596622924,-0.7155339832477011,-0.00032825304500437233,2179.824358485906,-0.001041615611973383,0.005,0.01591531120859631,0.0031830622417192618,0.008906752059938235,0.0094584415995381
